denominazione,tipologia,ente,tip_amministrativa,indirizzo,frazione,cap,telefono,fax,email,sito_web,Latitudine,Longitudine
Biblioteca del Centro studi internazionali per la pasticceria,Specializzata,Chiriotti editori Spa,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Viale Rimembranza 60,,10064.0,+39 0121794493,+39 0121794480,,,44.8927546,7.3330383
Biblioteca dell'Istituto superiore di organizzazione,Specializzata,Istituto superiore di organizzazione - ISDO,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Ventimiglia 201,,10127.0,+39 011678397,+39 011679397,,,45.0203092,7.6673271
Biblioteca del Centro studi e ricerche Mario Pannunzio,Specializzata,Centro studi e ricerche Mario Pannunzio,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Maria Vittoria 35/h,,10123.0,+39 0118123023,+39 0118127779,,,45.0656686,7.6907164
Biblioteca provinciale OFM - Torino,Specializzata,Provincia OFM di S. Bonaventura in Piemonte,Enti ecclesiastici,"Via Sant'Antonio di Padova, 7",,10121.0,+39 011.545493,+39 011.5631426,biblioteca@fratiminoripiemonte.org,http://www.fratiminoripiemonte.org,45.0687459,7.6656111
Biblioteca dell'Unione tipografica editrice torinese,Importante non specializzata,Unione tipografica editrice torinese - UTET,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Corso Raffaello 28,,10125.0,+39 01165291,+39 0116529436,,,45.0509339,7.6800043
Biblioteca medica dell'Ospedale mauriziano Umberto I,Specializzata,Ordine dei santi Maurizio e Lazzaro. Ospedale mauriziano Umberto I,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Largo Turati 62,,10128.0,+39 0115080464,+39 0115080293,,,45.0503085,7.6655135
Biblioteca del Centro studi vietnamiti,Specializzata,Centro studi vietnamiti,"Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza Madama Cristina 5,,10125.0,+39 0116699845,+39 0116502678,,,45.0585163,7.6838188
 Biblioteca della Fondazione Tancredi di Barolo,Specializzata,Fondazione Tancredi di Barolo,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via delle Orfane 7,,10122.0,+39 0114369565,+39 0114310332,info@fondazionetancredidibarolo.it,,45.0746376,7.6786731
Biblioteca del Circolo degli artisti,Pubblica,Circolo degli artisti di Torino,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Bogino 9,,10123.0,+39 0118126480,,,,45.068515,7.6876014
Biblioteca dell'Istituto sociale dei padri gesuiti,Importante non specializzata,Gesuiti. Istituto sociale di Torino,Enti ecclesiastici,Corso Siracusa 10,,10136.0,+39 011357835,+39 011327487,,,45.0547302,7.6345158
Biblioteca dell'Istituto salesiano Valsalice,Specializzata,Salesiani. Istituto Valsalice,Enti ecclesiastici,Viale E. Thovez 37,,10137.0,+39 0116601066,,,,45.0539688,7.7025041
Biblioteca dell'Istituto dell'Atlante Linguistico Italiano dell'Università degli Studi di Torino,Istituto di insegnamento superiore,Università degli studi di Torino,Universita' statali,"Via Sant'Ottavio, 20",,10124.0,+39 0116703635,,francesca.canzio@unito.it,,45.0680199,7.6940311
Biblioteca di cultura del Collegio S. Giuseppe,Importante non specializzata,Fratelli delle scuole cristiane. Collegio S. Giuseppe,Enti ecclesiastici,Via S. Francesco di Paola 23,,10123.0,+39 0118123250,+39 0118124295,,,45.0635565,7.6856007
Biblioteca del Centro studi e ricerche storiche sull'architettura militare del Piemonte,NON SPECIFICATA,0,NON SPECIFICATA,Piazza Savoia 6,,10122.0,+39 0114367273,,,,45.0750512,7.6778233
Biblioteca comunale,Pubblica,Comune di Caselette,Comune,Piazza Municipio 1,,10040.0,+39 0119688216,+39 0119688793,,,45.1058546,7.482565
Biblioteca civica,Pubblica,Comune di Valgioie,Comune,Piazza Chiapero 9,,10090.0,+39 0119347038,+39 0119347047,,,45.0765981,7.3425438
Biblioteca della Congregazione delle Suore minime di Nostra Signora del Suffragio,Specializzata,Suore minime di Nostra Signora del Suffragio. Casa madre di Torino,Enti ecclesiastici,Via S. Donato 31,,10144.0,+39 011489145,,,,45.0810638,7.6628723
Biblioteca antica della Parrocchia dell'Assunzione di Maria Vergine,Specializzata,0,Enti ecclesiastici,Vicolo Parrocchiale 2,,10071.0,+39 0114702420,+39 0114702420,,,45.1503427,7.6586822
Deposito centro-rete delle biblioteche civiche di Torino,Pubblica,Comune di Torino,NON SPECIFICATA,Via della Cittadella 5,,10122.0,,,,,45.0744005,7.6747792
Biblioteca civica Mirafiori,Importante non specializzata,Comune di Torino,Comune,Corso Unione Sovietica 490,,10135.0,+39 0113470637,+39 0113470637,biblioteca.mirafiori@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche,45.0195853,7.6312449
Biblioteca civica Cesare Pavese,Importante non specializzata,Comune di Torino,Comune,Via Candiolo 79,,10127.0,+39 0114437080,+39 0114437089,biblioteca.pavese@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/pavese.shtml,45.0157802,7.6490509
Biblioteca civica Primo Levi,Pubblica,Comune di Torino,Comune,"Via R. Leoncavallo, 17",,10154.0,+39 0114431262,+39 0114431277,biblioteca.levi@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/levi.shtml,45.0853101,7.6971975
Punto prestito Gabriele D'Annunzio,Pubblica,Comune di Torino,Comune,Via G. Saccarelli 18,,10144.0,+39 0114439350,,biblioteca.dannunzio@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/dannunzio.shtml,45.0803971,7.6665577
Biblioteca dell'Istituto Francesco Faà di Bruno,Specializzata,Suore minime di Nostra Signora del Suffragio,Enti ecclesiastici,Via S. Donato 31,,10144.0,+39 011489145,+39 0114733201,centrostudi@faadibruni.it,,45.0810638,7.6628723
Biblioteca Fondazione Giorgio Amendola,NON SPECIFICATA,Fondazione Giorgio Amendola,NON SPECIFICATA,Via Tollegno 52,,10154.0,+39 011 2482970,+39 011 2482970,fond.giorgioamendola@libero.it,http://www.fondazioneamendola.it/,45.087590504438,7.70331723649292
Biblioteca della Fondazione Ariodante Fabretti,Specializzata,Fondazione Ariodante Fabretti,"Accademie, associazioni, fondazioni, istituti (pubblici)",Corso Filippo Turati 11/C,,10121.0,0115812314,,biblioteca@fondazionefabretti.it,http://www.fondazionefabretti.it,45.0542913,7.6701146
Biblioteca Centro di documentazione La Venaria reale,NON SPECIFICATA,Centro di documentazione La Venaria reale,NON SPECIFICATA,Via Bertolotti 2,,10121.0,,,,,45.0685789,7.6760433
Biblioteca comunale,NON SPECIFICATA,Comune di Bobbio Pellice,NON SPECIFICATA,Piazza Caduti della Libertà 7,,10060.0,,,,,44.8077872,7.1172111
Biblioteca civica,Pubblica,Comune di Brozolo,Comune,Via Grisoglio 67,,10020.0,,,info@comune.brozolo.to.it,http://www.comune.brozolo.to.it/brozolo/biblioteca_comunale,45.1175933,8.0722047
Biblioteca civica 2 giugno,NON SPECIFICATA,Comune di Cesana Torinese,NON SPECIFICATA,Viale IV Novembre 11,,10054.0,+39 0122897809,+39 0122897809,bibliocesana@libero.it,,44.949011,6.795421
Biblioteca civica,Pubblica,Comune di Osasio,Comune,Via Breme 12,,10040.0,,,,,44.8695445,7.6086287
Biblioteca civica,NON SPECIFICATA,Comune di San Gernano Chisone,NON SPECIFICATA,Via Scuole 5,,10065.0,,,,,44.8982845,7.2404149
Biblioteca civica,Pubblica,Comune di San Secondo di Pinerolo,Comune,Via Bonatto 3,,10060.0,,,,,44.8666863,7.2989167
Biblioteca civica,NON SPECIFICATA,Comune di Vaie,NON SPECIFICATA,Via Martiri della Libertà 7,,10060.0,,,,,45.1023649,7.2897012
Biblioteca del Centro regionale etnografico linguistico,Specializzata,Centro regionale etnografico linguistico,"Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza Solferino 3,,10121.0,+39 011537636,+39 011532468,,,45.0693526,7.6778704
Biblioteca Immagine per il Piemonte,Specializzata,Associazione Immagine per il Piemonte,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via A. Doria 9,,10123.0,+39 0330635076,+39 0116613662,,,45.0640589,7.6828189
Biblioteca del Museo tipografico Rondani,Specializzata,Centro studi carmagnolesi,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via L. Cavalli 6,,10022.0,+39 0119713412,,,,44.8455973,7.720973
Biblioteca della Fondazione italiana per la fotografia,NON SPECIFICATA,Fondazione italiana per la fotografia,NON SPECIFICATA,Via Avogadro 4,,10121.0,,,,,45.066451,7.6695463
Centro di documetazione della Fondazione Fitzcarraldo,Specializzata,Fondazione Fitzcarraldo,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Aosta 8,,10152.0,+39 0115099247,+39 011503361,clelia.parvopasso@fitzcarraldo.it,http://www.fitzcarraldo.it,45.0814686,7.6891287
Biblioteca del Centro italiano documentazione azione studi,NON SPECIFICATA,Centro italiano documentazione azione studi,NON SPECIFICATA,Via della Consolata 12,,10122.0,,,,,45.0764053,7.6783722
Biblioteca comunale,Pubblica,Comune di Airasca,Comune,Via Monfrucchio 15,,10060.0,,,,,44.9161805,7.4871419
Biblioteca comunale,Pubblica,Comune di Angrogna,Comune,Piazza Roma 3,San Lorenzo,10060.0,,,,,44.8436902,7.2240301
Biblioteca civica,Pubblica,Comune di Rorà,Comune,Presso Municipio,,10060.0,,,,,44.7931296,7.2001666
Biblioteca civica,Pubblica,Comune di Villar Pellice,Comune,Viale I Maggio 9,,10060.0,,,biblioteca@comunevillarpellice.it,http://www.comunevillarpellice.it/Home/ServiziDettagli/Serviziestrutture/tabid/23918/Default.aspx?IDDettaglio=3367,44.808465,7.1576994
Biblioteca comunale,Pubblica,Comune di Cercenasco,Comune,Via G. Carducci 4,,10060.0,,,,,44.861834,7.5010985
Biblioteca civica,Pubblica,Comune di Chianocco,Comune,Via Roccaforte 1,Fraz. Roccaforte,10050.0,+39 0122640172,+39 0122640172,bibliochianocco@libero.it,http://www.comune.chianocco.to.it/cultura-e-storia/biblioteca/,45.147036,7.173411
Biblioteca comunale,Pubblica,Comune di Macello,Comune,Via Vigone 1,,10060.0,,,,,44.8506033,7.4029731
Biblioteca civica,Pubblica,Comune di Navalesa,Comune,Via Susa 19,,10050.0,,,,,45.1789316,7.0163211
Biblioteca civica,Pubblica,Comune di Osasco,Comune,Via IV Novembre 5,,10060.0,+39 0121.541138,+39 0121.541548,biblioteca@comune.osasco.191.it,http://www.comune.osasco.to.it/public/vivereosasco/Biblioteca-Comunale.asp,44.85,7.34306
Biblioteca civica,Pubblica,Comune di Rubiana,Comune,Via Roma 31,,10040.0,,,,,45.1373783,7.3831606
Centro di documentazione del Centro UNESCO,Specializzata,UNESCO. Centro di Torino,Organizzazioni internazionali,Viale Maestri del lavoro 10,,10127.0,+39 0116965476,+39 0116936425,unesco@arpnet.it,http://www.arpnet.it/unesco,45.0207373,7.6711905
Biblioteca dell'Istituto sperimentale per la zootecnia,NON SPECIFICATA,0,NON SPECIFICATA,Via Pianezza 115,,10151.0,+39 011731689,+39 011731689,,,45.094421,7.6498964
Biblioteca del Centro internazionale di ricerche economiche,NON SPECIFICATA,Centro internazionale di ricerche economiche,NON SPECIFICATA,Viale Settimio Severo 65,,10133.0,+39 0116600082,,,,45.0500329,7.6947385
Biblioteca della Fondazione Rosselli,NON SPECIFICATA,Fondazione Rosselli,NON SPECIFICATA,Via S. Quintino 18/c,,10121.0,+39 0115622510,,,,45.0659615,7.673492
Biblioteca civica,Pubblica,Comune di Virle Piemonte,Comune,Via Birago 4,,10060.0,+39 0119739223,+39 0119739119,virle.piemonte@reteunitaria.piemonte.it,,44.8656503,7.5692359
Biblioteca civica,Pubblica,Comune di San Giorio di Susa,Comune,"Piazza Cinque Martiri, 1",,10050.0,+39 0122647170,,comune.sangiorio@libero.it,http://www.comune.sangioriodisusa.to.it/sg_biblio.asp,45.1283087,7.1776542
Biblioteca comunale,NON SPECIFICATA,Comune di Lusernetta,NON SPECIFICATA,Via Ponte in pietra 9,,10064.0,,,,,44.8028993,7.2488432
Biblioteca civica,Pubblica,Comune di Mompantero,Comune,Piazza Bolaffi 1,,10059.0,,,biblioteca@comune.mompantero.to.it,http://www.comune.mompantero.to.it/?s=biblioteca,45.1399913,7.0578351
Biblioteca comunale,NON SPECIFICATA,Comune di Massello,NON SPECIFICATA,Borgata Roberso 1,,10064.0,+39 0121322322,,,,44.9578009,7.058088
Biblioteca civica,Pubblica,Comune di Usseaux,Comune,Via XXVIII ottobre 47,,10060.0,+39 012183909,+39 0121884443,biblio.usseaux@alpimedia.it,,45.04897,7.027863
Biblioteca del Parco naturale del Gran Bosco,NON SPECIFICATA,0,NON SPECIFICATA,Via Monginevro 7,,10050.0,+39 0121854720,,,,45.0636533,6.8706954
Biblioteca del Centro cure palliative,NON SPECIFICATA,Centro cure palliative,NON SPECIFICATA,Via Fontane 4,,10073.0,+39 0119222162,,,,45.23667,7.606223
Biblioteca comunale,Pubblica,Comune di Garzigliana,Comune,Piazza Vittorio Veneto 11,,10060.0,+39 0121341107,,,http://www.comune.garzigliana.to.it/index.php/biblioteca-comunale,44.836748,7.374611
Biblioteca comunale,Pubblica,Comune di Caprie,Comune,Piazza della Libertà 1,,10050.0,+39 0121322322,,,,45.1198518,7.3331481
Biblioteca del Centro di documentazione storica,Pubblica,Comune di Torino. Circoscrizione 5.,Comune,Via Verolengo 212,,10149.0,+39 0114431619,,cds5@comune.torino.it,,45.0949881,7.6493829
Biblioteca - Centro di documentazione Franco Basaglia,Pubblica,Casa Bordino - Centro ricerca intervento sul disagio psichico Fratel Luigi Andrea Bordino - ONLUS,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via S. Domenico 28,,10122.0,+39 0114310518,+39 0114319742,casabordino@tin.it,http://www.casabordino.com/doc.asp?sm=doc&check=null,45.0760637,7.6765039
Biblioteca del Centro studi cristiano - islamici F. Peirone,Specializzata,Centro Torinese Documentazioni Religioni Federico Peirone,Enti ecclesiastici,"Via Barbaroux, 30",,10122.0,+39 011.5612261,+39 0115635015,info@centro-peirone.it,http://www.centro-peirone.it,45.0723603,7.6793385
Biblioteca del Liceo scientifico Maria Curie,Scolastica,"Liceo Scientifico M. Curie"" – Pinerolo""",Presidenza del consiglio dei ministri e ministeri,Via dei Rochis 12,,10064.0,+39 0121393145,,TOPS070007@istruzione.it,http://www.liceoscientificopinerolo.it/wpa/wp-content/uploads/2013/09/N.-137-del-13112013-Orario-definitivo-biblioteca-liceo.d%E2%80%A6.pdf,44.8897088,7.346539
Biblioteca del Centro Conservazione e restauro La Venaria Reale,Specializzata,Centro Conservazione e restauro La Venaria Reale,"Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza della Repubblica 4,,10078.0,+39 0114993054,,biblio@centrorestaurovenaria.it,http://www.centrorestaurovenaria.it/pagine.cfm?LANG=IT&SEZ_ID=9&POS_ID=2&TS_ID=18,45.1351093,7.6259004
Biblioteca A. Rosmini - Corsi di Laurea delle Professioni sanitarie - Azienda Ospedaliera Universitaria Città della Salute e della Scienza di Torino - Università degli Studi di Torino ,Specializzata,Azienda Ospedaliera Città della Salute e della Scienza di Torino,Aziende ed enti del servizio sanitario nazionale,Via Rosmini 4/a,,10126.0,+39 0116708102,+39 0116708141,fcl-med-bib4@unito.it,http://www.lsmolinette.unito.it/biblioteca/biblioteca.htm,45.0490013,7.6718725
Biblioteca comunale,Pubblica,Comune di Campiglione-Fenile,Comune,Via S. Germano 5,,10060.0,+39 0121590590,,,,44.8014231,7.3251075
Biblioteca di Odontostomatologia del Dipartimento di Scienze Chirurgiche dell'Università degli Studi di Torino ,NON SPECIFICATA,Università degli studi di Torino. Dipartimento di scienze chirurgiche (Dental School),Universita' statali,"Via Nizza, 230",,10126.0,+39 0116708446,+39 0116708447,dip-dfc-bib-odo@unito.it,http://bibliotecaodontostomatologia.wordpress.com/,45.034212,7.6679513
Biblioteca Fondazione Mario Merz,Specializzata,Fondazione Mario Merz,"Accademie, associazioni, fondazioni, istituti, societa' (privati)","Via Limone, 24",,10141.0,+39 0111979437,+39 01119719805,info@fondazionemerz.org,http://fondazionemerz.org,45.0619148,7.6425922
Biblioteca scolastica liceo statale Augusto Monti,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Via Montessorri, 2",,10023.0,+39 0119422004,,tops18000p@istruzione.it,,45.0128817,7.8360232
Biblioteca scolastica Vincenzo Russo,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Montessorri 4/6,,10023.0,,,,,45.0120188,7.8364705
Biblioteca scolastica del Liceo scientifico statale Gino Segrè,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Corso Alberto Picco 14,,10131.0,,,,,45.0611747,7.709888
Biblioteca del Museo del Gusto,NON SPECIFICATA,0,NON SPECIFICATA,Via Principe Amedeo 42/a,,10060.0,+39 0121352398,,,"http://www.museodelgusto.it/j/content/view/77/46/lang,it/",44.9340252,7.3495306
Biblioteca scolastica Casati,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Corso Racconigi 31,,10139.0,,,,,45.0715776,7.6471817
Centro di documentazione didattica,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Garibaldi 14,,10080.0,,,,,45.4410734,7.7690308
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,Piazza Martiri della Libertà 3,,10050.0,,,,,45.0722929,6.8837108
Biblioteca civica,Pubblica,Comune di Mattie,Comune,Via Roma  4,,15050.0,+39 012238124,,,http://www.comune.mattie.to.it/category/biblioteca/,45.1187672,7.1139466
Biblioteca civica,NON SPECIFICATA,Comune di Sestriere,Comune,Via Pinerolo,,15058.0,+39 0122750613,,,,44.9563,6.87869
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,,Frazione Villaretto,10060.0,,,,,45.002189,7.128417
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,Via Genevris 7,,10050.0,+39 0122850380,+39 0122858920,,,45.0297274,6.8584743
Biblioteca del Centro interculturale della città di Torino,Pubblica,Comune di Torino,Comune,"Corso Taranto, 160",,10154.0,+39 0114429752,+39 0114429729,centroic@comune.torino.it,,45.0965441,7.7101665
Biblioteca del Centro studi e documentazione Pensiero Femminile,NON SPECIFICATA,0,NON SPECIFICATA,"Corso Re Umberto, 40",,10128.0,+39 011537645,+39 0115164883,,,45.0601371,7.6706028
Biblioteca dell'Istituto di istruzione superiore Bodoni - Paravia,NON SPECIFICATA,0,NON SPECIFICATA,"Via Ponchielli, 56",,10154.0,+39 0112481711,+39 0112485431,iisbodoni@istitutobodoni.it,http://www.istitutobodoni.it/?l=it,45.0862257,7.7050398
Biblioteca Internazionale degli studenti,NON SPECIFICATA,0,NON SPECIFICATA,"Via S. Ottavio, 8",,10122.0,+39 0116531111,+39 0116531150,,,45.0675842,7.6936802
Biblioteca del Laboratorio di educazione ambientale,NON SPECIFICATA,0,NON SPECIFICATA,"Corso Lombardini, 2",,10066.0,+39 01219524206,+39 0121932888,,,45.095396,7.646767
Punto di lettura Mausoleo della Bela Rosin,NON SPECIFICATA,0,NON SPECIFICATA,"Strada Castello di Mirafiori, 148/7",,10135.0,,,mausoleo.belarosin@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/mausoleo.shtml,45.0106207,7.6368754
Punto di lettura Biblioarquata,NON SPECIFICATA,0,NON SPECIFICATA,"Via Solero, 6",,10134.0,+39 0113199790,,,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/puntiservizio.shtml,45.0487771,7.6660075
Punto di lettura Shahrazàd,NON SPECIFICATA,0,NON SPECIFICATA,"Via Madama Cristina, 41",,10125.0,+39 0116699446,,,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/puntiservizio.shtml,45.0553418,7.6812326
Punto di lettura Mahatma Gandhi,NON SPECIFICATA,0,NON SPECIFICATA,"Via Reiss Romoli, 45",,10148.0,+39 0112205669,,,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/puntiservizio.shtml,45.1071581,7.6931612
Punto di prestito Martinetto,NON SPECIFICATA,0,NON SPECIFICATA,"Strada S. Mauro, 24",,10100.0,+39 0114429847,+39 0114429830,,,45.0996996,7.7260078
Biblioteca della Direzione Didattica Bruno Ciari,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Via Don Caustico, 110",,10095.0,+39 0114054575,+39 0114054747,toee181003@istruzione.it,,45.0661556,7.565129
Punto di prestito Via Stradella,NON SPECIFICATA,0,NON SPECIFICATA,Via Stradella 192,,10147.0,+39 0114429853,+39 0114429830,,,45.101242,7.66751
Biblioteca dell'Istituto dei Sordi,NON SPECIFICATA,0,NON SPECIFICATA,Viale San Pancrazio 65,,10044.0,+39 0119676317,+39 0119677048,,http://www.istitutosorditorino.org/_home/indexB.asp,45.1083288,7.5463752
Viblioteca I.I.S.P.S. B. Vittone,NON SPECIFICATA,0,NON SPECIFICATA,Via Montessori 4/6,,10023.0,+39 0119472734,,,,45.0120188,7.8364705
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,Via Trento 9,,10059.0,,,,,45.2053681,6.9822399
Biblioteca del Museo regionale dell'emigrazione dei piemontesi nel mondo,NON SPECIFICATA,0,NON SPECIFICATA,Piazza donatori di sangue 1,,10060.0,+39 0121354020,+39 0121354020,,,44.9031752,7.4405166
Istituto Suore di San Giuseppe,Importante non specializzata,Istituto Suore di San Giuseppe,Enti ecclesiastici,"via G. Giolitti, 29-31",,10123.0,+39 011.8122590,,biblioteca.ssg@libero.it,http://www.istitutosuoredisangiuseppe.it,45.0642783,7.6897699
Punto di lettura e prestito Cartiera,NON SPECIFICATA,0,NON SPECIFICATA,Via Fossano 8,,10144.0,+39 0117608473,,biblioteca@cartiera.org,http://www.cartiera.org/biblioteca,45.0853311,7.661728
Biblioteca Scuola Secondaria Statale di Primo Grado Lidia Poet,NON SPECIFICATA,0,NON SPECIFICATA,"Via de' Rochis, 29",,10064.0,+39 0121321693,+39 0121321842,tomm26800c@istruzione.it,,44.8881722,7.3471289
Biblioteca civica,NON SPECIFICATA,0,NON SPECIFICATA,"Piazza della libertà, 1",,10060.0,+39 0121800706,+39 0121800600,comune.inverso@alpimedia.it,,44.9552192,7.18222
Biblioteca dell'Associazione La bottega del possibile,NON SPECIFICATA,0,NON SPECIFICATA,"Viale Trento, 9",,10066.0,+39 0121953377,,bottegadelpossibile@bottegadelpossibile.it,,44.8215832,7.2220055
Biblioteca Provinciale Lasalliana,Specializzata,Provincia di Torino della Congregazione dei Fratelli delle Scuole Cristiane,Enti ecclesiastici,"Strada comunale S. Margherita, 132",,10131.0,+39 011.8132901,+39 011.81329504,gabriele.pomatto@gmail.com,,45.0565027,7.7072275
Biblioteca del Ce.Se.Di. della Città Metropolitana di Torino,Specializzata,Città Metropolitana di Torino,Provincia,Via Gaudenzio Ferrari 1,,10124.0,+39 0118613605,,marco.crosio@provincia.torino.it,http://www.provincia.torino.gov.it/istruzione/cesedi/docum_07/biblioteca.htm,45.069864,7.6919198
"Biblioteca dell'Istituto per la memoria e la cultura del lavoro, dell'impresa e dei diritti sociali - ISMEL",Specializzata,"ISMEL - Istituto per la memoria e la cultura del lavoro, dell'impresa e dei diritti sociali",NON SPECIFICATA,Via del Carmine 14,,10125.0,+39 011532530,+39 011547168,biblioteca@ismel.it,,45.0760689,7.6743682
Biblioteca della St. John International University,NON SPECIFICATA,0,NON SPECIFICATA,Piazza Rey,,10048.0,+39 0119654140,+39 0119653849,,,44.9492336,7.6308169
Biblioteca civica,Pubblica,Comune di Lombardore,Comune,"Via Ripa Nuova, 1",,10040.0,+39 0119956101,+39 0119956036,biblioteca@comune.lombardore.to.it,,45.2359975,7.7389249
Biblioteca civica Natalia Ginzburg,Pubblica,Comune di Torino,Comune,"Via Lombroso, 16",,10125.0,+39 0114437671/2,,biblioteca.ginzburg@comune.torino.it,http://www.comune.torino.it/cultura/biblioteche/sedi_orari/ginzburg.shtml,45.0554345,7.6849437
Biblioteca dell'Archivio Storico Olivetti,NON SPECIFICATA,Associazione Archivio Storico Olivetti,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via delle Miniere 31,,10015.0,+39 0125641238,,viotto@arcoliv.org,http://www.arcoliv.org/biblioteca.asp,45.46025,7.86865
Biblioteca del Centro di Ricerche sulla Libera Muratoria - CRSL-M  ,Specializzata,Centro di Ricerche sulla Libera Muratoria. CRSL-M,"Accademie, associazioni, fondazioni, istituti, societa' (privati)","Piazza Vittorio Veneto, 19",,10124.0,+39 0118177867,+39 0118125722,info@crsl-m.org,http://www.crsl-m.org/index.php,45.0648333,7.6963587
Biblioteca Rete italiana di cultura popolare,Specializzata,Rete italiana di cultura popolare,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via Piave 15,,10122.0,+39 0113169556,+39 0114368630,info@reteitalianaculturapopolare.org,http://www.reteitalianaculturapopolare.org,45.0766609,7.6762092
Biblioteca del Liceo classico Norberto Rosa di Susa,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Liceo classico Norberto Rosa",Presidenza del consiglio dei ministri e ministeri,"P.zza Savoia, 19",,10059.0,,,liceo@norbertorosa.net,,45.1375943,7.0444785
Biblioteca del Liceo scientifico Norberto Rosa di Bussoleno,Scolastica,"Ministero dell'istruzione, dell'Università e della ricerca. Liceo scientifico Norberto Rosa",Presidenza del consiglio dei ministri e ministeri,"Piazza Cavalieri di Vittorio Veneto, 5",,10053.0,,+39 0122641838,,,45.1387568,7.1502855
Piccola Biblioteca Laica,Specializzata,Consulta torinese per la laicità delle istituzioni,"Accademie, associazioni, fondazioni, istituti, societa' (privati)","Via Vassalli Eandi, 28",,10138.0,+39 011 0208500,+39 011 0208501,biblioteca@torinolaica.it,http://www.torinolaica.it/index.php,45.0751828,7.66124300000001
Biblioteca Norberto Bobbio dell'Università degli Studi di Torino,Istituto di insegnamento superiore,Università degli studi di Torino,Universita' statali,"Lungo Dora Siena, 100A",,10153.0,,,biblioteca.bobbio@unito.it,,45.0746826,7.70149660000004
Biblioteca della Scuola Holden,Pubblica,Holden S.r.l.,"Accademie, associazioni, fondazioni, istituti, societa' (privati)","Piazza Borgo Dora, 49",,10152.0,+39 011 6632812,,biblioteca@scuolaholden.it,http://www.scuolaholden.it/biblioteca/,45.0814113986575,7.68356274732969
Biblioteca civica,Pubblica,Comune di Andezeno,Comune,Via Regina Elena 1,,10020.0,+39 0119434646,,biblioteca@comune.andezeno.to.it,,45.0397307,7.86656140000002
Biblioteca di Revigliasco,Pubblica,Associazione Pro Loco Revigliasco,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Beria 28,Revigliasco,10024.0,+39 0118133649,,bibl.revigliasco@libero.it,http://www.prolocorevigliasco.it/biblioteca-revigliasco,45.0181894,7.73627160000001
Biblioteca del Centro multimediale di documentazione pedagogica ,Specializzata,Centro multimediale di documentazione pedagogica,"Accademie, associazioni, fondazioni, istituti (pubblici)",Corso Francia 285,,10139.0,,,documentazione.memoria@comune.torino.it,http://www.comune.torino.it/centromultimediale/01_biblioteca.htm,45.0746435592754,7.62644947116394
Biblioteca comunale Sebastiano Bagolino,Importante non specializzata,Comune  di Alcamo,Comune,piazza Ciullo,,91011.0,+39 0924.590287,+39 0924.590288,alcamo@opactrapani.it,http://www.opactrapani.it/biblioteche/alcamo,37.9809529762134,12.9647824416641
Biblioteca comunale,Importante non specializzata,Comune di Calatafimi,Comune,Piazza Plebiscito 13,,91013.0,+39 0924951071,,,,37.9136436,12.8616129
